nomor_ulasan,nama_seller,ulasan_pembeli,kelas _sentimen,,,,,,
1161,Parkinson328,"Gbr hn biasa tulisan jg hn nya ga ada bacaan crystal tapi dikirim yg hn crystal,ga usa jualan kau kalo ga pande bedain produk..ngaco..suka2 jidatnya jualan",negatif,,,,,,
1162,Parkinson328,Toner bau nya beda tyz warna cream siang mlm sama kuning sabun tumpah.bikin kapok mau di retur ribet,negatif,,,,,,
1163,Parkinson328,Produk rusak dan ancur dalamnya jadi tidak bisa berfungi. Jadi tolong kirim barang baru jangan sampe rusak lagi,negatif,,,,,,
1164,Parkinson328,"Pesan kemarin, datang hari ini dan COD. Thanks Lazada dan seller. Product mendarat dengan baik dan sesuai",positif,,,,,,
1165,Parkinson328,Barang bagus Packing rapih bgt sumpah gak nyesel aku demi Allah gak ada yg pecah sama sekali pengiriman terus tingkat kan Iyah lazada lazada memang top,positif,,,,,,
1166,Parkinson328,Terimakasih banyak buat lazada. Barang yang saya terima benar benar bagus dan tanpa ada cacat atau kerusakan. Packing rapih dengan buble wrap. Buat kalian yg ingin memesan tulis juga di alamat harap jangan dilempar/ terbentur saat pengiriman berlangsung agar barang benar benar di perlakukan dengan layak biar tidak rusak seperti punya saya,positif,,,,,,
1167,Parkinson328,"Cremnya palsu,,masa crim MLM nya warna nya coklat,,d pke d muka perih bgt kaya kebakar,,wangi nya kaya bedak bayi",negatif,,,,,,
1168,Parkinson328,"mantap 2 hari pesanan langsung nyampe, packaging jg rapi, udah biasa pake produk ini buat jerawat dan pastinya cocok bgt. Thx",positif,,,,,,
1169,Parkinson328,"Saya udah berulang2 kli pesen,tpi kli ini sya kecwa bnget,sbenernya yg asli yg mna sih yg kuning terang or kuning pucet,isi krimnya jga ga penuh cma separo,tolong jngan mengecekawan konsumen harus lebih jujur dlm berbisnis.",negatif,,,,,,
1170,Parkinson328,Barang yg terima tidak sesuai pesanan. Yg dtg malah hanasui. Box juga sudah peok semua. Kdepan packgingnya tlg di buat lbh bagus. Sy sdh peseb berkali kali. Tp br kali ini spt ni,negatif,,,,,,
1171,Parkinson328,"Lotion nya baru sya coba 3 hr , kulit sya ada perubahan jadi lebih cera , kencang dan flek hitam sudh lumayan berkurang. Terima kasih",positif,,,,,,
1172,Parkinson328,"Ini produk sesui ekspektasi bro! Mirip kaya vidio vidio instagram gituu. Pengirimanya gk lama dan gak cepet juga sii, tapi yg penting nyampe.",positif,,,,,,
1173,Parkinson328,"Produknya palsu,sabunnya gatal banget cream malamnya kuning pucat palsu ,dasar penipu yang jual produk ini",negatif,,,,,,
1174,Parkinson328,Saya sangat kecewa dengan produknya. Memang dengan harga murah sudah jelas bukan barang yg asli. Tapi untuk barang yg fake ini bener2 keterlaluan. Warna eyeshadownya bisa dihitung mana yg sesuai dengan yg di gambar. Terpaksa saya kembalikan produknya krn tidak sesuai dgn yg diharapkan.,negatif,,,,,,
1175,Parkinson328,"terimakasih lazada barangnya sudah sampai. kurirnya baik, ramah dan ganteng lagi ,apalagi hujan-hujanan kurir nya datang ,,demi mengantarkan paket supaya pelanggannya gk kecewa,, setiiia banget sama aqu",positif,,,,,,
1176,Parkinson328,Cepet banget cuma 1 hari dari pemesanan langsung bisa pake dan hasilnya bibir jadi seksi. Thank's Parkinson end Lazada,positif,,,,,,
1177,Parkinson328,"Awal gw pikir, bohongan, eh pas dicoba ternyata beneran.. warna bibir jadi berubah dgn sendirinya. Produk oke, pengantaran juga cepat, produk terbungkus dgn rapi, thankssss",positif,,,,,,
1178,Parkinson328,"Saya kecewa dengan harga produk ini, tertera harga discount ternyata harganya sama dengan beli di indomaret. Jangan bohong dong, klo gak discount gak perlu dicantumin biar kesannya murah",negatif,,,,,,
1179,Parkinson328,Baru kali ini beli di lazada kecewa bgt . sy beli disini krna cari mudahnya . sy pesan no.5 knp yg dtg no.10 ? Kalo memang barang kosong dibatalin dong sy bs cari ke sup yg lain . bikin jengkel . niat jualan apa mau nipu .,negatif,,,,,,
1180,Parkinson328,"Brang bukan yg ori,prtama beli bagus eh yg ini beli bkin kcewa bangeet,krim siang nya jga bkan wrna pink tapi wrna kuning udah gtu lengket lagi,,toner nya baunya jga kaya alkohol,wadah nya juga ktauan banget abal"" nya tutup pun menyot"" engga rapeet, Pdhal beli dlazada udh engga bsa di itung lgi brapa kali beli,tapi tiap kali beli barang sama yg kduanya slalu ngcwain,,",negatif,,,,,,
1181,Parkinson328,"Warna cream ngga sesuai digambar , tonernya aroma minyak angin freshcare !! Begitu dioles ke muka , panas asli bener air freshcare!! Gila ! Kualitas utamain dong jangan nipu !",negatif,,,,,,
1182,Parkinson328,Klo jualan tolong yg amanah donk. Creamnya ko kaya handbody. Biasa di return gak. Pngn dibalikin percuma gak prnh dipake. Pas pake cream siang muka brminyak semua.,negatif,,,,,,
1183,Parkinson328,Saya pesan Naturgo Shiseido yang datang Naturgo Hanasui yang tidak efektif sama sekali MENGECEWAKAN JANGAN SEMBARANG JUAL KALAU GK SESUAI FOTO DAN DESKRIPSI. MENGECEWAKAN TERIMAKASIH LAZADA.,negatif,,,,,,
1184,Parkinson328,"Mengcewakan. Saya kasih tau ya klo mau cari uang gak harus dengan cara menipu org Barang yg dtg gak sesuai dengan pesanan, gak ada hologram,keliatan bnget kog klo yg dteng itu barang KW Ini bkan pertama kali.y saya pake jdi saya tau mana yg ori N KW Buat yg lain yg sempet baca ulasan ini tolong kalian jgn mau di tipu Merugikan, saya pesen.y 2 ternyata brg KW",negatif,,,,,,
1185,Parkinson328,SAYA KETIPU BELI DISINI. PESANNYA PURE SOAP. YG DATENG MALAH BODY SOAP. SABUNNYA GA GUNA SAMA AJA KAYA SABUN DI WARUNG,negatif,,,,,,
1186,Parkinson328,2x belanja di seller Parkinson ini selaku ngecewain !! Lazada tlg lebih teliti pilih seller !,negatif,,,,,,
1187,Parkinson328,"Uhhh seneng banget, pengirimannya 1 hari, super duper cpet banget..barangnya terbungkus rapi banget..seneng banget jdinya...thanks lazada",positif,,,,,,
1188,Parkinson328,"Packing rapi, sampai dengan selamat, pengriman cepat banget....pokok nya puas banget...terima kasih",positif,,,,,,
1189,Parkinson328,"Saya tertarik karena harganya murah. Selain itu bahannya putih telur jadi terdengar alami. Kemasan cukup bagus, belum dicoba sih. Aromanya wangi jadi sepertinya sudah dicampur perfume so gak pure putih telur.",positif,,,,,,
1190,Parkinson328,"Maskernya cair banget, kecewa saya. Pengiriman sih oke, tapi kualitas produk kecewa, untuk yg hendak beli harap mikir dulu dan pertimbangkan soalnya maskernya encer gak ada hitam~hitamnya.",negatif,,,,,,
1191,Parkinson328,"Jgn beli produk ini. Maaf bahasa sy kasar, karena sy emosi dgn reseler nya. Ini untuk ke 2x nya sy di kecewa kan oleh reseler ini. Tulisan produk nya jelas jelas HN original, tapi knapa yg di kirim HN crystal lagi. Padahal sy sudah langganan, Kemarin sy sudah order 1 yg di kirim malah HN crystal, ah sy pikir mungkin reseler nya salah kirim, trus sy order lg deh, tapi ternyata yg dikirim malah HN crystal lagi. Seperti nya reseler nya segaja kirim HN crystal. Padahal sy beli buat di jual lg. Tolong lazada untuk menjaga nama baik lazada reseler ini tolong di Black list saja. Kecewa bgt",negatif,,,,,,
1192,Parkinson328,"Gila ni pengiriman tercepet di lazada, order tanggal 13 jam 4, eh sampe tanggal 14 jam 4 jg. Rekomen dah bisa bayar di tempat",positif,,,,,,
1193,Parkinson328,"Barang sudah sampai di denpasar dgn selamat, packing rapi.. thanks lazada n parkinson328.. respon dan pengiriman sangat cepat... puas",positif,,,,,,
1194,Parkinson328,"Beli produk ini adalah sebuah kesalahan, totally CUT LOSS!!!!. Saya beli dua dan Expired 14-11-2017, tidak ada keterangan dari penjual di kolom penjelasan dan sangat disayangkan Lazada sebagai brand aplikasi shopping online besar tidak mengawasi penjualnya, hanya mengambil keuntungan sebesar-besarnya dari customer apapun yg terjadi. So we'll see baik seller ataupun Lazada mau sampai dimana perkembangannya nanti. Terima kasih banyak!!!!.",negatif,,,,,,
1195,Parkinson328,"barang yang di pajang merek shiseido ,tapi yang datang merek HANASUI ,sudah itu barang tidak dikemas sama sekali ,pake kardus kek apa kek ...ini malah baranya datang penyok semua .sy pelanggan tetap lazada boleh chek akun nilai pembelajaan saya .tolong pihak lazada ambil sikap terhadap seller ini",negatif,,,,,,
1196,Parkinson328,respon dan pengiriman nya sangat cepat...semoga hasil nya memuaskan biar bisa langganan terus....thanks seller n lazada,positif,,,,,,
1197,Parkinson328,"Bagus bgt baru aku pake 2 hari langsng pink alami bibirku,dan warnanya ga mencolok. Pokoknya yg mau order jangan ragu2 deh",positif,,,,,,
1198,Parkinson328,"Bagus nih produk, kulit jadi lembab n baru 4 hari makai udah kelihatan perobahannnya...",positif,,,,,,
1199,Parkinson328,Kirimannya cepat n barangnya juga bagus...udah pakai hampir sebulan khasiatnya wow terbukti..dipakai di alis jadi tebel n ngga perlu sulam alis..tinggal kita bentuk n rapiin aja...oia onemore saya juga pakain ke rambut biar terliat tebal dan terbukti lo...makassi wak doyok n lazada..,positif,,,,,,
1200,Parkinson328,Cepat datangnya. Tadi pagi baru pesan dan sore sudah di antar kerumah. Dengan selamat dan barang bagus,positif,,,,,,
1201,Perfect Beauty,Pas dipake luntur.kecewa banget nyesel. sy bl eye liner luntur,negatif,,,,,,
1202,Perfect Beauty,Haloo!!! saya kecewa dg pelayanan kamu!! saya pesan blink charm eyelashes sweet classic 1 ( isi 4 pasang) dan glue (5ml ) dg nomor order : 3291964852 tp yg dikirim eyelashes isi 1pasang+glue dan glue kecil isi 2! saya kirim kembali dan minta tukar ternyata hari ini datang : eyelashes isi 4pasang ( sdh sesuai order ) tapi dg glue kecil isi 2 harusnya yg 5ml!! kalian ga becus sekali ya atau cheating??? karena invoice saya copy dan saya sertakan tapi masih di kirim barang yg salah!! toko ini tdk layak utk di percaya!! saya kecewa!!!!,negatif,,,,,,
1203,Perfect Beauty,Botol ada baret seperti bekas pakai...segel botol tidak ada...tutup botolnya dilakban bukan pake segel jd isinya meragukan...baru kali ini beli di lazada produknya sangat mengecewakan...,negatif,,,,,,
1204,Perfect Beauty,"Barang bagus,baunya gak nyengat banget, adem dipakai, cocok buat wajah saya yg berminyak dan berjerawat, setelah pake ini jerawat saya berkurang tinggal bekas2nya, cuma tumbuh jerawat pas lagi haid aja",positif,,,,,,
1205,Perfect Beauty,Sabunnya mmg bisa buat menghilangkan daki. Lembut dikulit trus ga bikin kulit perih.....thanks lazada.,positif,,,,,,
1206,Perfect Beauty,"pengiriman standar, kecewa karna pesannya bentuk teardrop tp yg dikirimin malah yang bentuknya berlekuk",negatif,,,,,,
1207,Perfect Beauty,Produk udah di trima Kwalitas bagus Warna bikin muka ku makin kinclong aja pakek Lipstik ini Gak lengket di bibir Baunya enak kyk coklt susu Tnks Lazada,positif,,,,,,
1208,Perfect Beauty,Kemrin pesen skg udh nyampe.barng ny okk.udh 2 kli beli di lazada.muka jd lembut.putih dan lembab.ookk pokony.,positif,,,,,,
1209,Perfect Beauty,Pertama kali pakai cottage.. Bener bener buat kulit jadi alus... Apalagi ditambah pakai lotion spray yang vanilli nya... Jadi tambah awet wanginya.... Sukak banget.. Thanx perfect beauty n lazada...,positif,,,,,,
1210,Perfect Beauty,"pengiriman sangat sangat cepat, sehari setelah pemesanan langsung sampai. kurir juga baik dan ramah. packaging rapih juga aman. barang yang sampai pun shadenya sama dengan yang saya pesan. tekstur creamy juga aromanya tidak menyengat. gak pernah nyesel pokoknya belanja di lazada!",positif,,,,,,
1211,Perfect Beauty,Packing rapih barang original kerasa banget kulit pun jadi halus lembut bersih dan sehat komedo pun agak berkurang stelah pake cetaphil thanks lazada and seller recomended deh,positif,,,,,,
1212,Perfect Beauty,"Packaging nya lucu dan rapih, barang cepet sampai warnanya super lucuk ah suka banget perfect beauty dan lazada",positif,,,,,,
1213,Perfect Beauty,"Pengiriman cpt, packing rapi dan dpt bonus catalog dari Perfect Beauty... Thx Perfect Baeuty dan Lazada",positif,,,,,,
1214,Perfect Beauty,"Barang sesuai gambar, jempol buat packingnya rapih banget n gak lama tuk waktu kirimnya. Thx ya seller n lazada",positif,,,,,,
1215,Perfect Beauty,"produk sesuai, pengiriman normal + kurir LEXnya ramah, double buble warp pula diluar bingkisan dan didalam pruduk .. thanks Perfect Beauty dan lazada",positif,,,,,,
1216,Perfect Beauty,"Parah amad yaa,baru sampe barang nya trus di coba masa langsung rontok,murahh si yaa maklum lah",negatif,,,,,,
1217,Perfect Beauty,Blm ykin saya soalnya tdi pas kena air tetep gmpng ilang ko. Gk sesuai,negatif,,,,,,
1218,Perfect Beauty,"seperti barang isi ulang, masak produk import tp botolnya gak mulus dan gak ada segel cuma plester aja",negatif,,,,,,
1219,Perfect Beauty,"hasilnya samar dan nggak bagus, harus diulang ulang tapi tetap tidak gambar jelas juga, brg tdk memuaskan",negatif,,,,,,
1220,Perfect Beauty,"thanks perfect beauty paketnya sudah sampai. packingnya keren deh. sabun ini wanginya enak banget, busanya jg lembut. tapi harus pake spons buat ngeluarin busanya. gak buat kulit kering jg. baru pertama kali coba tapi suka bgt sama bouncia.",positif,,,,,,
1221,Perfect Beauty,"Udah sampenya lama, barangnya nipu. Knp ini bulunya rontok semua, jd kecewa sm perfect beauty buang2 duit. Pdhal saya sering bgt bli bulu mata dr perfect beauty",negatif,,,,,,
1222,Perfect Beauty,sya kira produknya bagus. Eh ternyata gak sesuai dengan yg sya harapkan. Gx ngembang sponsnya . Harganya doang yg mahal tp kualitasnya menurut sya gx bagus,negatif,,,,,,
1223,Perfect Beauty,"Thanks lazada u/ brg dlm keadaan rapih dan tdk ada cacat. U/kwalitas produk,lumayan. Cocok u/sehari hari dan smg saja tdk cpt kering. Hehe",positif,,,,,,
1224,Perfect Beauty,"puas banget dengan pelayanan dari lazada, sangat dapat di percaya dan pengiriman tepat waktu sesuai dengan estimasi .. terimakasih lazada dan perfect beauty yg udah melengkapi kebutuhan aku",positif,,,,,,
1225,Perfect Beauty,"Sukaa sama warna nya , cpt di kirim cpt nyampe jugaa",positif,,,,,,
1226,Perfect Beauty,Murah & Hemat dari Pada beli di Alfa Mart & Indomart . Barang Cepat Sampai Tujuan .,positif,,,,,,
1227,Perfect Beauty,"Hasilnya sudah mulai nampak, kulit saya lebih fresh",positif,,,,,,
1228,Perfect Beauty,gak kering dibibir tahan lama praktis digunakan dan rapi krn ujung runcing,positif,,,,,,
1229,Perfect Beauty,Imut syekale ternyata. Tp isinya full. Mudah2an bisa lebih irit makenya. Soalnya size yg gede aja cuma habis sebulanan haha. Cocok sih buat dibawa travel. Packing super rapi. Datang sesuai estimasi.,positif,,,,,,
1230,Perfect Beauty,Makasii yaaa buat kurirnya yg ramah dan sopan sekali... Packingny rapih isinya juga good Wardah pensil... Pengiriman cepat... Makasii kurir makasii Lazada....,positif,,,,,,
1231,Perfect Beauty,"judulnya udah kaya novel belum? hehe tapi suka banget deh bener sama bulmat nya yg natural. cocok buat sehari2, yg aku pake ini ga terlalu teal. lopyu dehh. Terima kasih :)",positif,,,,,,
1232,Perfect Beauty,Baru kali ini barang g sesuai ekspektasi mau d lepas dri case nya udh rontok smw... G bsa d pake sma skali,negatif,,,,,,
1233,Perfect Beauty,"Sorry sis saya pesen yang Spawellness snow white, tapi kenapa nyampenya beda ya. Yg saya terima spawellness dirt peel? Pas pesan juga saya pilih yg gambar snow white kan padahal? Ini dicek dulu ngga sih?",negatif,,,,,,
1234,Perfect Beauty,"Lipsticknya terlalu soft warnanya, selain itu baunya juga tidak enak seperti lipstick yang sudah kadaluarsa",negatif,,,,,,
1235,Perfect Beauty,"Bulumata nyaa asli cantik bgt, kayaknya jugaa kalo dipake bakalan enak dehh.. Gak nyeseel deh pokoknyaa.. Recommend bgt nih buat cewe2 yg suka pake eyelash.. Thank perfectbeauty",positif,,,,,,
1236,Perfect Beauty,"Face oil untuk kulit berminyak dan berjerawat ini sangat ampuh, mengeringkan jerawat saya dengan waktu yang sangat cepat, kulit muka kembali terasa kenyal dan berkilau bembali",positif,,,,,,
1237,Perfect Beauty,"Saya suka bulu matanya, gampang pasangnya, nyaman dipakai juga, cuma kurang lentik aja, kelihatan natural banget",positif,,,,,,
1238,Perfect Beauty,"ada gak yg lebih dari 5 bintang? kalau ada sudah saya klick smpai full. dari bbrp lashesh yang pernah saya coba, ini bulumata ternyaman! pokoknya saya akan menjadi langganan! jatuh hati, cepat sekali cuma 2 hari, lalu dpt paper bag cantik, bulumata enteng halus. NOTE YA : BULU MATA YANG BAGUS ITU YANG ENTENG, ITU BUKANNYA TIPIS TP ENENG, YANG KOMENTAR AWAL ITU BUAT RANTING INI JELEK AJA. SEBEL.",positif,,,,,,
1239,Perfect Beauty,"Penampakan barang 95% sesuai dengan Pict (mgkn efek pencahayaan, krn bulu2 dr bulmat yg sy terima lebih lebat).. malahan bagus dan sy suka... Pengiriman hny makan 1hari saja dr order (pesan tgl 21Nov pagi, brg sampai tgl 22Nov siang)... Thanks Lazada & Perfect beauty. Mdh2an enak dan nyaman juga dipakainya :)",positif,,,,,,
1240,Perfect Beauty,Saya agak kecewa karena barang kiriman nya berantakan. Tutup botolnya patah tdk dpt digunakan. Sebagian isinya tumpah dan berhamburan ke plastik. Bagaimana saya mau menggunakan nya tutupnya hancur berantakan.,negatif,,,,,,
1241,Perfect Beauty,"Sayang sekali barang yg saya terima agak pecah. Packing ga dilapisi bubble wrap. Mau ditukar males nunggu lagi,",negatif,,,,,,
1242,Perfect Beauty,Order saya jelas saya beli 2 produk lashes dari kalian. Tapi yg dikirim cm yg satu isi eye lashes nya dan salah pula lagi. Komplen ke lazada tunggunya lamaaa banget.. Ga beres2..kesel banget baru kali ini ketemu seller seperti ini. Ga dikasi no tlp seller nya juga lagi di dalam amplopnya.,negatif,,,,,,
1243,Perfect Beauty,"Sumpah ini jelek bgt, susah pakainya g lentur jd susah ngepasin dimata, ribet, g lagi deh beli bulu mata kyk gini,",negatif,,,,,,
1244,Perfect Beauty,"puas bgt, barangnya cepat datangnya, produknya bagus...kayaknya beli lagi.. dan harganya itu lho.... ok bgt",positif,,,,,,
1245,Perfect Beauty,Suka dengan warnanya dan harganya juga lebih murah dari counter. Dan untuk penjual tetap pertahankan kualitas dan kepercayaan pelanggan ya,positif,,,,,,
1246,Perfect Beauty,"Bagus halus keliatan alami lentik & pengiriman cepet toplah, besok2 mao beli lagi disini thanksyou",positif,,,,,,
1247,Perfect Beauty,"Belum coba digunakan, tetapi pengemasan terlihat ok. Kelihatan ok dari teksturnya dan terlihat natural. Harga terjangkau.",positif,,,,,,
1248,Perfect Beauty,yg ini favorit bgt udh 2x beli dan abis beli abis beli lg... gak ngebosenin warna dan teksturnya enak dibibir,positif,,,,,,
1249,Perfect Beauty,"Udah sering beli shampoonya dn conditionernya la rose. Dn baru nyoba sisirnya, pertama kali pakek bikin halus dn kepyar. Aku suka !!!!",positif,,,,,,
1250,Perfect Beauty,"Cepet bangeet pesen di lazada, hari ini di bayar besoknya udh nyampe. Packagingnya juga rapih dan bagus. Over all sukaa bngt sm barangnya, pasti akan pesen lagi di lazada. Thanks lazada :))",positif,,,,,,
1251,Perfect Beauty,"Kmarin psan tdi pagi dh sampai,,, super kilat, kurir'a jg asik sampe hapal sama kluarga q,,, sukses trs lazada,",positif,,,,,,
1252,Perfect Beauty,Udah 2 kali beli beauty spons disini memuaskan banget. Cepet nyampe sehari langsung dateng! Ditingkatkan terus ya! Sering sering ada diskon hehe,positif,,,,,,
1253,Perfect Beauty,Barangnya sudah sampe niiih. Cepet dan packingnya rapih. Sering2 ya kasih discount. Btw aku dapet bonus voucher. Makasiih perfect beauty dan lazada,positif,,,,,,
1254,Perfect Beauty,"Packagingnya rapi dan rapat. Ada tas pinky nya juga kliatan cantik dan elegan, jadi suka. Produknya emang waterproof walopun harus menunggu beberapa menit, dan emang bikin panjang bulu mata. Untuk masa pengirimannya 3 hari udah nyampe, lebih cepat sehari dari yg ditentukan.",positif,,,,,,
1255,Perfect Beauty,"Barang cpt sampe, packaging rapih & bagus dikemas lg pake paper bag khusus nya gitu dr penjual. Barangnya jg bagus",positif,,,,,,
1256,Perfect Beauty,"Beli dari voucher lazada murah bgt jadinya, packingnya rapi dan aman, kirimnya cepet bgt, sabunnya harum terutama yang vanila suka bgt",positif,,,,,,
1257,Perfect Beauty,"Kukira bulu matanya lembut,ternyata nya kaku banget...kualitas produk nya gak sesui dgn harganya.kecewa banget..",negatif,,,,,,
1258,Perfect Beauty,"Pesannya cm satu kali, tapi kurir yang ngantar dua kali. Jadi harus bayar 2x. Mana kurir yang ke2 judes banget, main langsung pergi aja tanpa meminta tanda tangan sebagai bukti barang sdh diterima. Tidak profesional. Packingan yang ke2 juga tidak rapi. packingnya kaya sudah bekas dipakai.",negatif,,,,,,
1259,Perfect Beauty,tidak ada pengaruhnya :(,negatif,,,,,,
1260,Perfect Beauty,"Masa pas saya mau pake lem nya gk nempel udah gitu perih lagi ,kecewa banget saya",negatif,,,,,,
1261,Perfect Beauty,Barang sudah kadaluarsa. Tertera tahun pembuatan produk 2014,negatif,,,,,,
1262,Perfect Beauty,produknya encer banget kaya air gitu alhasil gak dipake akhirnya gue buang,negatif,,,,,,
1263,Perfect Beauty,kecewa tidak seperti di gambar . terlalu panjang pakek bngt,negatif,,,,,,
1264,Perfect Beauty,"Kurang nempel,kualitasnya jelek....",negatif,,,,,,
1265,Perfect Beauty,"Warnany cantik, lucu dan bikin segar penampilan..teksturenya lebih nyaman dibanding keluaran sebelumnya meski dari variant yang sama",positif,,,,,,
1266,Perfect Beauty,"Bulu matanya sangat nyaman dipakai dengan harga yg sangat terjangkau, packing juga rapi dan pengirimannya sangat cepat. Puas banget pokoknya",positif,,,,,,
1267,Perfect Beauty,"Memang terasa beda setelah minum Kinohimitsu Collagen 5300mg tiap hari selama 2 minggu, kulit muka lebih lembab, kenyal, cerah dan terlihat glowy..produk original 1000% dengan harga murah ketimbang tempat lain..plus ditambah diskon dari BCA...pengiriman juga cepat, senin pesan rabu udh sampe..pasti order lagi..^-^..Thanks BCA, Lazada dan Perfect beauty!!!",positif,,,,,,
1268,Perfect Beauty,"Barang Bagus dan cepet banget... kaget baru pesan semalam, jam 10 pagi kurir udah nganterin kekantor.",positif,,,,,,
1269,Perfect Beauty,"Barang yang dipesan sama seperti di foto, packing rapi, sampainya juga sehari lebih cepat dari jadwal delivery nya, udah gitu bisa COD + ongkirnya gratis.",positif,,,,,,
1270,Perfect Beauty,"Kurir yg nganter ngk beres, barang suruh ambil d kantor, kantornya aja ngk tau dmn.. Nghub.i cuma sekali, balik d sms ngk ada respon tiba2 sms bilang barang ambil di kantor... Ngk beres...",negatif,,,,,,
1271,Perfect Beauty,Eyelinernya tipis banget malahan seperti tidak memakai eyeliner,negatif,,,,,,
1272,Perfect Beauty,"pengirimannya okey, barang juga okkey, dipake juga terlihat okkey wajahnya, thx u yah",positif,,,,,,
1273,Perfect Beauty,Sudah sampai.. bagus bgt dan hargany jga murah banget ini. Sukaaa terimakasih lazada,positif,,,,,,
1274,Perfect Beauty,Suka banget sama lip glossnya.bikin bibir kelihatan fresh dan merah alami.. Makasih lazada,positif,,,,,,
1275,Perfect Beauty,"puas dengan produk ini, pengriman nya jg cepat dan rapi.. terima kasih seller dan lazada..",positif,,,,,,
1276,Perfect Beauty,Setelah pemakaian 2 minggu hasil pertumbuhan bulumata sudah terlihat.,positif,,,,,,
1277,Perfect Beauty,dibungkus rapi dg wadah yang indah pengiriman cepat. produk sesuai. tekstur licin tp tebel eh ya pkoknya bgtu,positif,,,,,,
1278,Perfect Beauty,"Untuk pmakaian blm sminggu udh mulai kliatan hsil nya.. Mdh"" n strus nya cocok.. Smpai saat ini seneng bisa nemu pmbrsih ini.. Hihi",positif,,,,,,
1279,Perfect Beauty,"Sy beli 1 set dg tonernya Puas bgt buat keduanya, kemasan produk botol kaca/beling bukan plastik, pke pump jg ttp higienis Tekstur emulsion pas nggak terlalu cair atau creamy, melembabkan kulit sy yg kering & jd terlihat bersih Sering2 ksh diskon ya...hehe",positif,,,,,,
1280,Perfect Beauty,"Kemasan produknya elegan bgt, botol kaca bukan plastik, pke pumping, design botol elegan & ternyata ukuran 130ml-nya besar, excited Sdh cb 4x pakai, melembabkan kulit sy yg kering & jd bersih (sehabis bersihkan wajah dg facial wash ttp keangkat kotorannya di kapas) Klo efek memutihkannya blm keliatan, klo produk korea biasanya butuh waktu yg penting konsisten merawat kulitnya xixixi",positif,,,,,,
1281,Perfect Beauty,lengket dan susah untuk di oleskan ke kulit,negatif,,,,,,
1282,Perfect Beauty,"tidak sesuai dgn yg dpromosikan, kecewa sangat deh",negatif,,,,,,
1283,Perfect Beauty,Baunya udah beda seperti barang expired,negatif,,,,,,
1284,Perfect Beauty,"Saya sukaaak banget, ringan dipakai kereeen , gampang pasangnya, hk berat , natural bgt, dtg nya cepet , packingnya rapi , siiip..thans lazada",positif,,,,,,
1285,Perfect Beauty,beli bulu mata di Perfect Beauty untuk yang ke2 kalinya ga pernah kecewa suka banget bagus dipake hasilnya natural ... makasih yaa???,positif,,,,,,
1286,Perfect Beauty,Pengiriman nya cepat . Malamnya pesan besoknya sampai . Dan bulu matanya sangat natural sekali . Restockkk lagi plisss,positif,,,,,,
1287,Perfect Beauty,Tukerlah barangnya patah gini. Suasu,negatif,,,,,,
1288,Perfect Beauty,"seperti barang isi ulang, masak produk import tp botolnya gak mulus dan gak ada segel cuma plester aja",negatif,,,,,,
1289,Perfect Beauty,Diterima tepat waktu & dibungkus rapi banget Selalu pakai bungkus khas perfect beauty warna pink Thx seller,positif,,,,,,
1290,Perfect Beauty,"Udh sampeee cepet bgt lazada.. Makin Cinta sm lazada.. Liptintnya enak dipakai Wangi, tahan lama bangeet, gak lengket di bibir lope lopeee",positif,,,,,,
1291,Perfect Beauty,Kosmetik merk Mizzu memang sudah jadi favorit saya karena kualitasnya yang ok. Salah satu produk lokal yang patut diacungi jempol.,positif,,,,,,
1292,Perfect Beauty,"Saya Suka BGT.. warnanyaa calm sense yg gsuka mencolok pas pake warna ini...keren,packing juga rapih brg dtg cepat next mau coba smua shade deh nunggu disc nya lagi yaaa (^_^)/ . Thanks seller perfect beauty. I love lazada",positif,,,,,,
1293,Perfect Beauty,"Pesen malem besok sorenya dah sampe gilak cepet bgt padahal estimasinya baru mulai besok sampenya, kerennn moga cocok dikulit aku thanks lazada",positif,,,,,,
1294,Perfect Beauty,"Barang cpt Sampainya, kualitas produk oke bgt cocok di muka n ga berminyak Packing sgt rapi trima kasih lazada",positif,,,,,,
1295,Perfect Beauty,Saya cocok sekali dengan produk ini. saya sampe suka lupa pake skin care yang lain saking toner ini udah cukup bikin kulit wajah saya moist.,positif,,,,,,
1296,Perfect Beauty,Barangnya cepet sampenya.. kualitasnya ok.. bulumatanya keliatan natural banget.. harganya jga super murah.. packingnya bagus rapi dan kurirnya jga ramah..thank you lazada suka banget belanja disini,positif,,,,,,
1297,Perfect Beauty,brng ya udh smpai tadi pagi Bungkusan jga rapi dtng ya cepat Terimakasih ya Perfec Beauty dan Lazada,positif,,,,,,
1298,Perfect Beauty,"harga kompetitif di banding yang lain,packing bagus,aman dan cepat sampai.tks lazada dan perfect beauty",positif,,,,,,
1299,Perfect Beauty,"Lagi lagi lazada bikin aq puas,, packingnya rapi, cantik,, seperti dapat hadiah dr org yg qt syg.. Mksh mksh mksh bgt..",positif,,,,,,
1300,Perfect Beauty,"Untuk yg kesekian kalinya beli disini, lucu banget warna pink sekarang bungkusnya, dan ttp terlindungi sama gelembung2, ttp aman, rapih, keren deh. Tks.",positif,,,,,,
